excel_muni,excel_puesto,db_puesto_id,db_puesto_name,db_municipio_id,creemos,sn,mesas_historicas,confidence,method,status
MEDELLIN,COLEGIO PADRE MANYANET,212,COLEGIO PADRE MANYANET,1,757,233,25,100,exact,ok
MEDELLIN,I.E. CAPILLA DEL ROSARIO,213,I.E. CAPILLA DEL ROSARIO,1,299,95,12,100,exact,ok
MEDELLIN,IE ANTONIO RICAURTE,214,IE ANTONIO RICAURTE,1,360,109,15,100,exact,ok
MEDELLIN,COL LA INMACULADA,215,COL LA INMACULADA,1,698,264,24,100,exact,ok
MEDELLIN,I.E.RAMON GIRALDO CEBALLOS,216,I.E.RAMON GIRALDO CEBALLOS,1,896,227,33,100,exact,ok
MEDELLIN,UNIVERSIDAD DE MEDELLIN,217,UNIVERSIDAD DE MEDELLIN,1,1057,276,44,100,exact,ok
MEDELLIN,I.E HORACIO MUÑOZ SUESCUN,218,I.E HORACIO MUÑOZ SUESCUN,1,577,185,26,100,exact,ok
MEDELLIN,I.E.REPUBLICA DE VENEZUELA,219,I.E.REPUBLICA DE VENEZUELA,1,608,75,22,100,exact,ok
MEDELLIN,I. E. SAN ROBERTO BELARMINO,220,I. E. SAN ROBERTO BELARMINO,1,293,100,13,100,exact,ok
MEDELLIN,INST. SALESIANO PEDRO JUSTO BERRIO,221,INST. SALESIANO PEDRO JUSTO BERRIO,1,123,24,5,100,exact,ok
MEDELLIN,IE PEDRO OCTAVIO AMADO,222,IE PEDRO OCTAVIO AMADO,1,74,17,4,100,exact,ok
MEDELLIN,ESTADIO ATANASIO GIRARDOT,246,ESTADIO ATANASIO GIRARDOT,1,1176,477,63,100,exact,ok
MEDELLIN,PLAZA MAYOR CTRO EXPOS. CONVEN,247,PLAZA MAYOR CTRO EXPOS. CONVEN,1,1153,354,60,100,exact,ok
MEDELLIN,RECLUSION DE MUJERES PEDREGAL MEDELLIN,248,RECLUSION DE MUJERES PEDREGAL MEDELLIN,1,3,0,1,100,exact,ok
MEDELLIN,CENTRO CARLOS LLERAS RESTREPO,250,CENTRO CARLOS LLERAS RESTREPO,1,15,3,2,100,exact,ok
MEDELLIN,CENTRO EDUCATIVO EL MANZANILLO,223,CENTRO EDUCATIVO EL MANZANILLO,1,129,12,3,100,exact,ok
MEDELLIN,C.E. MARIA PAULINA TABORDA,224,C.E. MARIA PAULINA TABORDA,1,13,0,1,100,exact,ok
MEDELLIN,I.E. DEBORA ARANGO PEREZ,225,I.E. DEBORA ARANGO PEREZ,1,428,88,26,100,exact,ok
MEDELLIN,PARROQ SAN JOSEMARIA ESCRIVA DE BALAGUER,226,PARROQ SAN JOSEMARIA ESCRIVA DE BALAGUER,1,22,8,1,100,exact,ok
MEDELLIN,IE FE Y ALEGRIA EL LIMONAR,227,IE FE Y ALEGRIA EL LIMONAR,1,341,95,25,100,exact,ok
MEDELLIN,IE HECTOR ROGELIO MONTOYA,234,IE HECTOR ROGELIO MONTOYA,1,117,23,8,100,exact,ok
MEDELLIN,CASA DE GOBIERNO SANTA ELENA,242,CASA DE GOBIERNO SANTA ELENA,1,192,59,10,100,exact,ok
MEDELLIN,COLISEO SANTA ELENA,243,COLISEO SANTA ELENA,1,277,64,12,100,exact,ok
MEDELLIN,C.E. JUAN ANDRES PATIÑO,244,C.E. JUAN ANDRES PATIÑO,1,11,7,1,100,exact,ok
MEDELLIN,C.E. MEDIA LUNA,245,C.E. MEDIA LUNA,1,20,8,1,100,exact,ok
MEDELLIN,IE SAN ANTONIO DE PRADO,228,IE SAN ANTONIO DE PRADO,1,881,206,46,100,exact,ok
MEDELLIN,I.E. MANUEL J. BETANCUR,229,I.E. MANUEL J. BETANCUR,1,783,168,41,100,exact,ok
MEDELLIN,IE MONSEÑOR VICTOR WIEDEMANN,230,IE MONSEÑOR VICTOR WIEDEMANN,1,304,85,14,100,exact,ok
MEDELLIN,CENTRO DE DESARROLLO SOCIAL (CDS),231,CENTRO DE DESARROLLO SOCIAL (CDS),1,261,100,15,100,exact,ok
MEDELLIN,PAR. BIBLIOTECA JOSE HORACIO BETANCUR,232,PAR. BIBLIOTECA JOSE HORACIO BETANCUR,1,168,51,8,100,exact,ok
MEDELLIN,IE ANGELA RESTREPO MORENO,233,IE ANGELA RESTREPO MORENO,1,97,26,6,100,exact,ok
MEDELLIN,IE SAN CRISTOBAL,235,IE SAN CRISTOBAL,1,605,168,37,100,exact,ok
MEDELLIN,PARQUE BIBLIOTECA FERNANDO BOTERO,236,PARQUE BIBLIOTECA FERNANDO BOTERO,1,616,158,37,100,exact,ok
MEDELLIN,IE LUSITANIA,237,IE LUSITANIA,1,379,118,27,100,exact,ok
MEDELLIN,I.E. PRESBITERO JUAN J. ESCOBAR,238,I.E. PRESBITERO JUAN J. ESCOBAR,1,222,86,14,100,exact,ok
MEDELLIN,IE LOMA HERMOSA,239,IE LOMA HERMOSA,1,191,24,8,100,exact,ok
MEDELLIN,SEC ESC JUAN NEPOMUCENO MORALES,240,SEC ESC JUAN NEPOMUCENO MORALES,1,113,41,8,100,exact,ok
MEDELLIN,IE ALFONSO UPEGUI OROZCO,241,IE ALFONSO UPEGUI OROZCO,1,219,69,7,100,exact,ok
ABEJORRAL,I.E. FUNDACION CELIA DUQUE,466,I.E. FUNDACION CELIA DUQUE,11,111,38,35,100,exact,ok
ABEJORRAL,IER PANTANILLO,468,IER PANTANILLO,11,3,2,2,100,exact,ok
ABEJORRAL,CHAGUALAL IER ZOILA DUQUE BAENA,469,CHAGUALAL IER ZOILA DUQUE BAENA,11,5,0,2,100,exact,ok
ABEJORRAL,GUAICO GRANDE IER CELIA DUQUE,470,GUAICO GRANDE IER CELIA DUQUE,11,0,5,1,100,exact,ok
ABRIAQUI,I.E LA MILAGROSA,473,I.E LA MILAGROSA,34,16,4,5,100,exact,ok
ABRIAQUI,SD  LA ANTIGUA I.E LA MILAGROSA,474,SD LA ANTIGUA I.E LA MILAGROSA,34,5,0,2,100,exact,ok
ALEJANDRIA,I.E. PROCESA DELGADO,475,I.E. PROCESA DELGADO,12,135,21,15,100,exact,ok
AMAGA,E.U. ALEJANDRO TORO,476,E.U. ALEJANDRO TORO,53,121,44,14,100,exact,ok
AMAGA,I.E. NORMAL SUPERIOR AMAGA,477,I.E. NORMAL SUPERIOR AMAGA,53,172,50,15,100,exact,ok
AMAGA,ESCUELA URBANA MARIA AUXILIADORA,478,ESCUELA URBANA MARIA AUXILIADORA,53,111,45,17,100,exact,ok
AMAGA,COLISEO CTO JUAN MONTOYA CORREA,479,COLISEO CTO JUAN MONTOYA CORREA,53,97,37,15,100,exact,ok
AMAGA,CARCEL MUNICIPAL,480,CARCEL MUNICIPAL,53,1,0,1,100,exact,ok
AMAGA,I.E.R. URBANO RUIZ,481,I.E.R. URBANO RUIZ,53,18,10,2,100,exact,ok
AMAGA,I.E BELISARIO BETANCUR C,482,I.E BELISARIO BETANCUR C,53,15,5,3,100,exact,ok
AMAGA,I.E. SAN FERNANDO DE AMAGA,483,I.E. SAN FERNANDO DE AMAGA,53,9,11,3,100,exact,ok
AMAGA,I.E PASCUAL CORREA F. SEDE BACHILLERATO,484,"I.E PASCUAL CORREA F. SEDE
BACHILLERATO",53,71,16,7,100,exact,ok
AMALFI,IE EDUARDO FERNANDEZ BOTERO,485,IE EDUARDO FERNANDEZ BOTERO,76,98,65,32,100,exact,ok
AMALFI,SEDE B  I.E. EDUARDO FERNANDEZ BOTERO,486,SEDE B I.E. EDUARDO FERNANDEZ BOTERO,76,52,22,22,100,exact,ok
AMALFI,CARCEL MUNICIPAL,487,CARCEL MUNICIPAL,76,1,1,1,100,exact,ok
AMALFI,I.E.R. LA MANGUITA,488,I.E.R. LA MANGUITA,76,0,1,1,100,exact,ok
AMALFI,I.E.R. PORTACHUELO,489,I.E.R. PORTACHUELO,76,7,0,1,100,exact,ok
ANDES,IE SAN JUAN DE LOS ANDES,490,IE SAN JUAN DE LOS ANDES,54,41,42,16,100,exact,ok
ANDES,IE MARIA AUXILIADORA,491,IE MARIA AUXILIADORA,54,14,25,6,100,exact,ok
ANDES,C DE DESARROLLO INFANTIL CDI CAFETERITOS,492,"C DE DESARROLLO INFANTIL CDI
CAFETERITOS",54,10,23,6,100,exact,ok
ANDES,IE MARCO FIDEL SUAREZ,493,IE MARCO FIDEL SUAREZ,54,33,27,11,100,exact,ok
ANDES,PLACA POLIDEPORTIVA,494,PLACA POLIDEPORTIVA,54,25,15,9,100,exact,ok
ANDES,COLISEO PEDRO ANTONIO RPO ESCO,495,COLISEO PEDRO ANTONIO RPO ESCO,54,27,14,11,100,exact,ok
ANDES,LICEO JUAN DE DIOS URIBE,496,LICEO JUAN DE DIOS URIBE,54,33,23,19,100,exact,ok
ANDES,SEDE EDUCATIVA LA AGUADA,497,SEDE EDUCATIVA LA AGUADA,54,4,2,1,100,exact,ok
ANDES,I.E.R. FELIPE HENAO JARAMILLO,499,I.E.R. FELIPE HENAO JARAMILLO,54,4,3,3,100,exact,ok
ANDES,C.E.R. GABRIEL ALVAREZ RESTREPO,500,C.E.R. GABRIEL ALVAREZ RESTREPO,54,1,0,1,100,exact,ok
ANDES,IE SAN JOSE -SEDE PRIMARIA,501,IE SAN JOSE -SEDE PRIMARIA,54,1,2,3,100,exact,ok
ANDES,I.E.R.CARBONERA,502,I.E.R.CARBONERA,54,3,1,2,100,exact,ok
ANDES,I.E.R. SANTA INES,503,I.E.R. SANTA INES,54,3,2,3,100,exact,ok
ANDES,IE SANTA RITA,504,IE SANTA RITA,54,18,10,7,100,exact,ok
ANDES,IE TAPARTO,505,IE TAPARTO,54,10,9,5,100,exact,ok
ANDES,IE SAN PERUCHITO,506,IE SAN PERUCHITO,54,0,2,1,100,exact,ok
ANGELOPOLIS,I.E SAN JOSE,507,I.E SAN JOSE,55,41,41,16,100,exact,ok
ANGELOPOLIS,I.E  LOS ANGELES,508,I.E LOS ANGELES,55,3,3,2,100,exact,ok
ANGOSTURA,I.E. MARIANO DE JESUS EUSSE,510,I.E. MARIANO DE JESUS EUSSE,86,45,22,25,100,exact,ok
ANGOSTURA,CER LA QUINTA -SEDE GABRIELA MISTRAL,511,CER LA QUINTA -SEDE GABRIELA MISTRAL,86,4,8,2,100,exact,ok
ANGOSTURA,CER SAN FERNANDO,512,CER SAN FERNANDO,86,0,1,1,100,exact,ok
ANGOSTURA,IGLESIA DE LLANOS DE CUIVA,513,IGLESIA DE LLANOS DE CUIVA,86,10,2,1,100,exact,ok
ANORI,COLISEO LUIS RODRIGO CÁRDENAS LOPERA,514,COLISEO LUIS RODRIGO CÁRDENAS LOPERA,77,40,37,25,100,exact,ok
ANORI,I.E.R AMANDA POSADA,516,I.E.R AMANDA POSADA,77,2,0,2,100,exact,ok
ANORI,C.E.R LA HONDONA,517,C.E.R LA HONDONA,77,1,7,3,100,exact,ok
ANORI,C.E.R MADRESECA,518,C.E.R MADRESECA,77,0,1,1,100,exact,ok
ANORI,C.E.R EL CARMÍN,519,C.E.R EL CARMÍN,77,2,0,1,100,exact,ok
ANORI,C.E.R LA CASITA,520,C.E.R LA CASITA,77,1,0,1,100,exact,ok
ANTIOQUIA,I.E. SAN LUIS GONZAGA,522,I.E. SAN LUIS GONZAGA,35,40,33,15,100,exact,ok
ANTIOQUIA,COLISEO HERNAN SEPULVEDA,523,COLISEO HERNAN SEPULVEDA,35,57,35,15,100,exact,ok
ANTIOQUIA,IE ARTURO VELASQUEZ ORTIZ,524,IE ARTURO VELASQUEZ ORTIZ,35,85,46,17,100,exact,ok
ANTIOQUIA,ESCUELA MARTINEZ PARDO,525,ESCUELA MARTINEZ PARDO,35,83,30,16,100,exact,ok
ANTIOQUIA,CER SANTA INES,526,CER SANTA INES,35,2,0,1,100,exact,ok
ANTIOQUIA,ESCUELA MORADITAS CENTRAL,527,ESCUELA MORADITAS CENTRAL,35,0,1,1,100,exact,ok
ANTIOQUIA,CER EL PESCADO,528,CER EL PESCADO,35,9,0,2,100,exact,ok
ANTIOQUIA,CER CACIQUE GUASABRA,529,CER CACIQUE GUASABRA,35,4,1,1,100,exact,ok
ANTIOQUIA,CER SOCORRO DE SABANAS,532,CER SOCORRO DE SABANAS,35,5,3,2,100,exact,ok
ANZA,I.E ANZA,533,I.E ANZA,36,74,8,12,100,exact,ok
ANZA,I.E.R.  ASCENCION MONTOYA DE TORRES,534,I.E.R. ASCENCION MONTOYA DE TORRES,36,63,9,7,100,exact,ok
ANZA,I.E.R. LA CEJITA,535,I.E.R. LA CEJITA,36,1,0,1,100,exact,ok
APARTADO,I.E ALFONSO LOPEZ,536,I.E ALFONSO LOPEZ,103,27,35,24,100,exact,ok
APARTADO,I.E. POLICARPA SALAVARRIETA,537,I.E. POLICARPA SALAVARRIETA,103,17,25,21,100,exact,ok
APARTADO,I.E. LA PAZ,538,I.E. LA PAZ,103,6,7,10,100,exact,ok
APARTADO,SD 20 DE ENERO I.E. LA PAZ,539,SD 20 DE ENERO I.E. LA PAZ,103,11,9,9,100,exact,ok
APARTADO,I. E. SAN FRANCISCO DE ASIS,540,I. E. SAN FRANCISCO DE ASIS,103,22,57,26,100,exact,ok
APARTADO,I. E. SAN PEDRO CLAVER,541,I. E. SAN PEDRO CLAVER,103,17,25,20,100,exact,ok
APARTADO,CDI ALEGRES GIRASOLES,542,CDI ALEGRES GIRASOLES,103,12,14,12,100,exact,ok
APARTADO,I. E. SANTA MARIA LA ANTIGUA,543,I. E. SANTA MARIA LA ANTIGUA,103,2,7,4,100,exact,ok
APARTADO,UNIVERSIDAD COOPERATIVA,544,UNIVERSIDAD COOPERATIVA,103,1,5,1,100,exact,ok
APARTADO,I.E. HERACLIO MENA PADILLA,545,I.E. HERACLIO MENA PADILLA,103,21,67,20,100,exact,ok
APARTADO,COLEGIO ADVENTISTA,546,COLEGIO ADVENTISTA,103,11,47,16,100,exact,ok
APARTADO,I.E CADENA LAS PLAYAS,547,I.E CADENA LAS PLAYAS,103,1,7,2,100,exact,ok
APARTADO,I. E. CAMPO ALEGRE,548,I. E. CAMPO ALEGRE,103,2,11,5,100,exact,ok
APARTADO,I.E. MADRE LAURA,549,I.E. MADRE LAURA,103,18,51,15,100,exact,ok
APARTADO,COLEGIO COOPERATIVO CARB,550,COLEGIO COOPERATIVO CARB,103,49,120,19,100,exact,ok
APARTADO,I.E. JOSE JOAQUIN VELEZ,551,I.E. JOSE JOAQUIN VELEZ,103,45,95,23,100,exact,ok
APARTADO,I.E JOSE CELESTINO MUTIS,552,I.E JOSE CELESTINO MUTIS,103,32,49,15,100,exact,ok
APARTADO,COLISEO CUBIERTO ANTONIO ROLDAN BETANCUR,553,COLISEO CUBIERTO ANTONIO ROLDAN BETANCUR,103,20,33,18,100,exact,ok
APARTADO,SENA REGIONAL APARTADO,554,SENA REGIONAL APARTADO,103,0,6,1,100,exact,ok
APARTADO,CARCEL Y PENIT DE MEDIA SEG DE APARTADO,559,"CARCEL Y PENIT DE MEDIA SEG DE
APARTADO",103,1,0,1,100,exact,ok
APARTADO,I.E.R CHURIDO PUEBLO,555,I.E.R CHURIDO PUEBLO,103,3,2,3,100,exact,ok
APARTADO,I.E.R. BARTOLOME CATAÑO VALLEJO,557,I.E.R. BARTOLOME CATAÑO VALLEJO,103,1,4,4,100,exact,ok
APARTADO,I.E.R. EL REPOSO,558,I.E.R. EL REPOSO,103,12,26,14,100,exact,ok
ARBOLETES,I.E. MIGUEL VICENTE GARRIDO,567,I.E. MIGUEL VICENTE GARRIDO,104,59,83,37,100,exact,ok
ARBOLETES,C.E.R BUENOS AIRES,560,C.E.R BUENOS AIRES,104,2,1,2,100,exact,ok
ARBOLETES,C.E.R EL CARMELO,561,C.E.R EL CARMELO,104,1,0,1,100,exact,ok
ARBOLETES,I.E SANTA FE DE LAS PLATAS,562,I.E SANTA FE DE LAS PLATAS,104,0,1,1,100,exact,ok
ARBOLETES,I.E LAS NARANJITAS,563,I.E LAS NARANJITAS,104,3,2,2,100,exact,ok
ARBOLETES,I.E GUADUAL,564,I.E GUADUAL,104,6,1,5,100,exact,ok
ARBOLETES,I.E LA CANDELARIA,565,I.E LA CANDELARIA,104,0,4,3,100,exact,ok
ARBOLETES,I.E LA TRINIDAD,566,I.E LA TRINIDAD,104,3,3,4,100,exact,ok
ARBOLETES,I.E PAJILLAL,568,I.E PAJILLAL,104,2,0,2,100,exact,ok
ARGELIA,I.E. SANTA TERESA,569,I.E. SANTA TERESA,13,215,16,19,100,exact,ok
ARGELIA,SD EL PITAL I.E. PBRO MARIO ANGEL,570,SD EL PITAL I.E. PBRO MARIO ANGEL,13,3,0,1,100,exact,ok
ARGELIA,SD EL ROSARIO I.E STA. TERESA,571,SD EL ROSARIO I.E STA. TERESA,13,8,0,1,100,exact,ok
ARGELIA,SD GUADUALITO I.E. STA TERESA,572,SD GUADUALITO I.E. STA TERESA,13,1,0,1,100,exact,ok
ARGELIA,SD BUENOS AIRES I.E. STA TERESA,573,SD BUENOS AIRES I.E. STA TERESA,13,1,0,1,100,exact,ok
ARMENIA,I.E ROSA MESA DE MEJIA,576,I.E ROSA MESA DE MEJIA,37,61,8,13,100,exact,ok
ARMENIA,SD LA HERRADURA I.E ROSA MESA DE MEJIA,577,SD LA HERRADURA I.E ROSA MESA DE MEJIA,37,8,0,2,100,exact,ok
BARBOSA,PBRO. LUIS EDUARDO PEREZ MOLINA,457,PBRO. LUIS EDUARDO PEREZ MOLINA,10,95,44,19,100,exact,ok
BARBOSA,I.E. MANUEL JOSE CAICEDO,458,I.E. MANUEL JOSE CAICEDO,10,91,31,26,100,exact,ok
BARBOSA,IE LUIS EDUARDO ARIAS,459,IE LUIS EDUARDO ARIAS,10,117,54,24,100,exact,ok
BARBOSA,CENTRO DE EDUCACION SUPERIOR,460,CENTRO DE EDUCACION SUPERIOR,10,25,18,6,100,exact,ok
BARBOSA,COL. COOPERATIVO SIMÓN BOLIVAR,461,COL. COOPERATIVO SIMÓN BOLIVAR,10,36,19,9,100,exact,ok
BARBOSA,C.A.S DIEGO FERNANDEZ BARBOSA,462,C.A.S DIEGO FERNANDEZ BARBOSA,10,53,21,7,100,exact,ok
BARBOSA,UNIDAD DEPORTIVA LOS BUCAROS,463,UNIDAD DEPORTIVA LOS BUCAROS,10,149,35,29,100,exact,ok
BARBOSA,BIBLIOTECA ISOLDA ECHAVARRIA,464,BIBLIOTECA ISOLDA ECHAVARRIA,10,38,14,6,100,exact,ok
BARBOSA,I.E.R. EL HATILLO,456,I.E.R. EL HATILLO,10,47,34,16,100,exact,ok
BELMIRA,IE PRESBITERO RICARDO LUIS GUTIERREZ T.,578,IE PRESBITERO RICARDO LUIS GUTIERREZ T.,87,20,7,9,100,exact,ok
BELMIRA,I.E.R. LABORES,579,I.E.R. LABORES,87,6,0,2,100,exact,ok
BELMIRA,C.E.R. PLAYAS,580,C.E.R. PLAYAS,87,9,1,3,100,exact,ok
BELMIRA,I.E.R. CARLOS GONZALEZ.,581,I.E.R. CARLOS GONZALEZ.,87,6,5,1,100,exact,ok
BELLO,MEGACOLEGIO I.E. BARRIO PARIS,251,MEGACOLEGIO I.E. BARRIO PARIS,2,147,65,17,100,exact,ok
BELLO,SD PRINCIPAL I.E. ALBERTO DIAZ MUÑOZ,252,SD PRINCIPAL I.E. ALBERTO DIAZ MUÑOZ,2,185,64,21,100,exact,ok
BELLO,SD PRADERA I.E ALBERTO DIAZ MUÑOZ,253,SD PRADERA I.E ALBERTO DIAZ MUÑOZ,2,87,31,9,100,exact,ok
BELLO,IE BARRIO PARIS,254,IE BARRIO PARIS,2,112,26,13,100,exact,ok
BELLO,I.E. SAN JUDAS BARRIO PARIS,255,I.E. SAN JUDAS BARRIO PARIS,2,9,0,1,100,exact,ok
BELLO,CENTRO EDUCAT RAQUEL JARAMILLO,256,CENTRO EDUCAT RAQUEL JARAMILLO,2,237,80,26,100,exact,ok
BELLO,I.E. ATANASIO GIRARDOT,257,I.E. ATANASIO GIRARDOT,2,395,145,46,100,exact,ok
BELLO,COLEGIO PARROQUIAL SAN FCO DE ASIS,258,COLEGIO PARROQUIAL SAN FCO DE ASIS,2,435,233,33,100,exact,ok
BELLO,COLEGIO SAN BUENAVENTURA,259,COLEGIO SAN BUENAVENTURA,2,326,135,23,100,exact,ok
BELLO,COLEGIO BETHLEMITAS,260,COLEGIO BETHLEMITAS,2,23,29,3,100,exact,ok
BELLO,SD AVENIDAS LICEO ANTIOQUEÑO,261,SD AVENIDAS LICEO ANTIOQUEÑO,2,14,13,1,100,exact,ok
BELLO,IE SUAREZ DE LA PRESENTACION,262,IE SUAREZ DE LA PRESENTACION,2,370,127,36,100,exact,ok
BELLO,SD SERRAMONTE LICEO ANTIOQUEÑO,263,SD SERRAMONTE LICEO ANTIOQUEÑO,2,16,17,1,100,exact,ok
BELLO,COLEGIO LA SALLE,264,COLEGIO LA SALLE,2,543,293,47,100,exact,ok
BELLO,I.E. TOMAS CADAVID RESTREPO,265,I.E. TOMAS CADAVID RESTREPO,2,309,184,26,100,exact,ok
BELLO,I.E MARCO FIDEL SUAREZ SEDE NAZARETH,266,I.E MARCO FIDEL SUAREZ SEDE NAZARETH,2,179,53,22,100,exact,ok
BELLO,I.E DIVINA EUCARISTIA,267,I.E DIVINA EUCARISTIA,2,16,4,1,100,exact,ok
BELLO,INST. UNIVERSITARIA MARCO FIDEL SUAREZ,268,INST. UNIVERSITARIA MARCO FIDEL SUAREZ,2,227,122,34,100,exact,ok
BELLO,IE JORGE ELIECER GAITAN,269,IE JORGE ELIECER GAITAN,2,463,245,52,100,exact,ok
BELLO,IE SAGRADO CORAZON,270,IE SAGRADO CORAZON,2,149,50,20,100,exact,ok
BELLO,COL JESUS DE LA BUENA ESPERANZ,271,COL JESUS DE LA BUENA ESPERANZ,2,368,232,43,100,exact,ok
BELLO,I.E. SANTA CATALINA,272,I.E. SANTA CATALINA,2,226,138,24,100,exact,ok
BELLO,I.E. LA MILAGROSA,273,I.E. LA MILAGROSA,2,283,147,26,100,exact,ok
BELLO,I.E. FERNANDO VELEZ,274,I.E. FERNANDO VELEZ,2,273,165,33,100,exact,ok
BELLO,I.E CARLOS PEREZ SEDE ROSALIA,275,I.E CARLOS PEREZ SEDE ROSALIA,2,159,98,19,100,exact,ok
BELLO,COLEGIO CARMELITANO,276,COLEGIO CARMELITANO,2,31,22,2,100,exact,ok
BELLO,COLEGIO MANO AMIGA,277,COLEGIO MANO AMIGA,2,274,210,32,100,exact,ok
BELLO,SECC VILLA LINDA IE ANTONIO MARIA BEDOYA,278,SECC VILLA LINDA IE ANTONIO MARIA BEDOYA,2,11,5,2,100,exact,ok
BELLO,TIERRA ADENTRO I.E. ANTONIO MARIA BEDOYA,279,TIERRA ADENTRO I.E. ANTONIO MARIA BEDOYA,2,7,4,1,100,exact,ok
BELLO,IE VILLA DEL SOL SEC 1,280,IE VILLA DEL SOL SEC 1,2,309,182,39,100,exact,ok
BELLO,I.E. HERNAN VILLA BAENA,281,I.E. HERNAN VILLA BAENA,2,251,167,33,100,exact,ok
BELLO,I.E. GILBERTO ECHEVERRI MEJIA,282,I.E. GILBERTO ECHEVERRI MEJIA,2,248,122,22,100,exact,ok
BELLO,I.E. CIAL ANTONIO ROLDAN,283,I.E. CIAL ANTONIO ROLDAN,2,234,98,19,100,exact,ok
BELLO,IE JOSEFA CAMPOS,284,IE JOSEFA CAMPOS,2,309,116,26,100,exact,ok
BELLO,COL NUESTRA SEÑORA DE CHIQUINQ,285,COL NUESTRA SEÑORA DE CHIQUINQ,2,335,145,27,100,exact,ok
BELLO,I.E FE Y ALEGRIA NUEVA GENERAC,286,I.E FE Y ALEGRIA NUEVA GENERAC,2,345,273,29,100,exact,ok
BELLO,BETSABE ESPINAL,287,BETSABE ESPINAL,2,318,179,24,100,exact,ok
BELLO,I.E. CONCEJO DE BELLO,288,I.E. CONCEJO DE BELLO,2,334,156,30,100,exact,ok
BELLO,COLEGIO ANA MARIA JANER,289,COLEGIO ANA MARIA JANER,2,10,9,1,100,exact,ok
BELLO,I.E. NAVARRA,290,I.E. NAVARRA,2,153,78,10,100,exact,ok
BELLO,SD EL TREBOL I.E. NAVARRA,291,SD EL TREBOL I.E. NAVARRA,2,90,31,7,100,exact,ok
BELLO,I.E SAN GABRIEL ARCANGEL,292,I.E SAN GABRIEL ARCANGEL,2,26,7,2,100,exact,ok
BELLO,I.E. LAS VEGAS,293,I.E. LAS VEGAS,2,117,69,16,100,exact,ok
BELLO,I.E FONTIDUEÑO JAIME ARANGO R,294,I.E FONTIDUEÑO JAIME ARANGO R,2,184,129,25,100,exact,ok
BELLO,SEC PRIMARIA IE FONTIDUEÑO JAIME ARANGO,295,SEC PRIMARIA IE FONTIDUEÑO JAIME ARANGO,2,4,4,1,100,exact,ok
BELLO,IE ZAMORA CENTENARIO,296,IE ZAMORA CENTENARIO,2,55,24,12,100,exact,ok
BELLO,I.E FEDERICO SIERRA ARANGO,297,I.E FEDERICO SIERRA ARANGO,2,222,98,32,100,exact,ok
BELLO,I.E. LA GABRIELA,298,I.E. LA GABRIELA,2,169,81,25,100,exact,ok
BELLO,SD 2 I.E. LA GABRIELA,299,SD 2 I.E. LA GABRIELA,2,6,8,1,100,exact,ok
BELLO,I.E. ANDRES BELLO,302,I.E. ANDRES BELLO,2,342,143,24,100,exact,ok
BELLO,UNIVERSIDAD PUBLICA DE BELLO,303,UNIVERSIDAD PUBLICA DE BELLO,2,365,185,27,100,exact,ok
BELLO,CARCEL NACIONAL DE BELLAVISTA,304,CARCEL NACIONAL DE BELLAVISTA,2,6,3,2,100,exact,ok
BELLO,I.E. SAN FELIX,300,I.E. SAN FELIX,2,59,18,7,100,exact,ok
BELLO,I.E LA UNION SAN FELIX,301,I.E LA UNION SAN FELIX,2,1,3,1,100,exact,ok
BELLO,SD JOSE MARIA GRIJELMO FE Y ALEGRIA,305,SD JOSE MARIA GRIJELMO FE Y ALEGRIA,2,34,9,5,100,exact,ok
BETANIA,I.E. PERLA DEL CITARA,583,I.E. PERLA DEL CITARA,56,44,20,23,100,exact,ok
BETULIA,COLISEO MARIO GIL,585,COLISEO MARIO GIL,57,53,24,14,100,exact,ok
BETULIA,COLISEO IVAN ARANGO ARCILA,586,COLISEO IVAN ARANGO ARCILA,57,50,23,16,100,exact,ok
BETULIA,E.U. FRANCISCO CESAR,587,E.U. FRANCISCO CESAR,57,40,2,7,100,exact,ok
BETULIA,CER LEONOR ANGEL VANEGAS,588,CER LEONOR ANGEL VANEGAS,57,2,0,1,100,exact,ok
BETULIA,CER LA GUAMALA,589,CER LA GUAMALA,57,36,3,4,100,exact,ok
BETULIA,CASETA COMUNAL,590,CASETA COMUNAL,57,9,7,2,100,exact,ok
BOLIVAR,I. E SAN JOSE DEL CITARA,591,I. E SAN JOSE DEL CITARA,58,90,43,13,100,exact,ok
BOLIVAR,COLISEO CUBIERTO,592,COLISEO CUBIERTO,58,130,28,22,100,exact,ok
BOLIVAR,I.E JOSE MARIA HERRAN,593,I.E JOSE MARIA HERRAN,58,104,41,16,100,exact,ok
BOLIVAR,I.E.MARIA AUXILIADORA,594,I.E.MARIA AUXILIADORA,58,122,20,16,100,exact,ok
BOLIVAR,CARCEL,595,CARCEL,58,1,0,1,100,exact,ok
BOLIVAR,I. E. JUAN TAMAYO,596,I. E. JUAN TAMAYO,58,35,3,3,100,exact,ok
BOLIVAR,I. E. FARALLONES DEL CITARA,597,I. E. FARALLONES DEL CITARA,58,9,2,3,100,exact,ok
BOLIVAR,I.E PAULINA PUERTA,598,I.E PAULINA PUERTA,58,2,0,1,100,exact,ok
BURITICA,I.E. SANTA GEMA,599,I.E. SANTA GEMA,38,35,21,16,100,exact,ok
BURITICA,I.E.R. URARCO,600,I.E.R. URARCO,38,1,0,1,100,exact,ok
